bot_name,method,params,position_id,coin,category,status,direction,entry_price,exit_price,quantity,total_invested_usd,total_sold_usd,pnl_usd,pnl_pct,is_clean_win,dca_count,entry_time,exit_time,hold_hours,tp_armed,peak_price,last_buy_price,pos_tp_pct,pos_dca_pct,pos_trail_pct,is_paper,sequence_number,coin_trade_number,btc_price_at_entry,btc_sma50_at_entry,btc_24h_change_pct,btc_regime,btc_dominance
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",10658,POLIS,micro,closed,long,0.010630000000000000,0.010890000000000000,9407.33772342,100.00000000,102.44590781,2.4459,2.45,1,0,2026-06-10 10:29:42.594447,2026-06-10 22:46:03.111624,12.27,True,0.011330000000000000,0.010630000000000000,5.00,1.00,2.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",10857,H,small,closed,long,0.165390000000000000,0.171660000000000000,604.63147711,100.00000000,103.79103936,3.7910,3.79,1,0,2026-06-10 10:32:31.372132,2026-06-10 10:39:50.567936,0.12,True,0.177550000000000000,0.165390000000000000,5.00,10.00,2.80,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",11052,XT,micro,closed,long,0.006840000000000000,0.006610000000000000,14619.88304094,100.00000000,96.63742690,-3.3626,-3.36,0,0,2026-06-10 10:35:24.360859,2026-06-10 10:54:25.178211,0.32,True,0.008700000000000000,0.006840000000000000,8.00,15.00,8.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",11252,MUBI,micro,closed,long,0.000518100000000000,0.000549000000000000,193012.93186644,100.00000000,105.96409959,5.9641,5.96,1,0,2026-06-10 10:38:28.024592,2026-06-11 17:55:37.084605,31.29,True,0.000589400000000000,0.000518100000000000,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",11438,H,small,closed,long,0.175100000000000000,0.197470000000000000,571.10222730,100.00000000,112.77555682,12.7756,12.78,1,0,2026-06-10 10:41:36.427932,2026-06-10 15:55:32.171859,5.23,True,0.205230000000000000,0.175100000000000000,5.00,10.00,2.80,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",11611,TARA,micro,closed,long,0.000014220000000000,0.000028290000000000,7032348.80450070,100.00000000,198.94514768,98.9451,98.95,1,0,2026-06-10 10:45:21.877982,2026-06-10 19:21:02.392949,8.59,True,0.000029250000000000,0.000014220000000000,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",11775,GUA,micro,closed,long,0.909320000000000000,0.935850000000000000,109.97228698,100.00000000,102.91756477,2.9176,2.92,1,0,2026-06-10 10:49:10.549242,2026-06-10 11:12:02.384279,0.38,True,0.999860000000000000,0.909320000000000000,8.00,15.00,5.20,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",12096,XT,micro,closed,long,0.005958920966326186,0.005020000000000000,50344.68516956,300.00000000,252.73031955,-47.2697,-15.76,0,2,2026-06-10 10:56:26.361244,2026-06-10 13:09:44.728376,2.22,True,0.006400000000000000,0.005320000000000000,8.00,15.00,8.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",12814,DEUS,micro,closed,long,0.032090000000000000,0.033800000000000000,3116.23558741,100.00000000,105.32876285,5.3288,5.33,1,0,2026-06-10 11:10:41.315885,2026-06-10 15:42:17.859993,4.53,True,0.036330000000000000,0.032090000000000000,8.00,15.00,6.20,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",13054,MASS,micro,closed,long,0.000522000000000000,0.000507900000000000,191570.88122605,100.00000000,97.29885057,-2.7011,-2.70,0,0,2026-06-10 11:13:17.119168,2026-06-10 12:34:06.419431,1.35,True,0.000557600000000000,0.000522000000000000,8.00,15.00,6.90,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",13298,PANTHER,micro,closed,long,0.004024000000000000,0.004258000000000000,24850.89463221,100.00000000,105.81510934,5.8151,5.82,1,0,2026-06-10 11:15:53.546577,2026-06-11 06:00:23.195469,18.74,True,0.004514000000000000,0.004024000000000000,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",13552,DVERSE,micro,closed,long,0.000343000000000000,0.000344000000000000,291545.18950437,100.00000000,100.29154519,0.2915,0.29,1,0,2026-06-10 11:18:19.949532,2026-06-10 11:59:19.260191,0.68,True,0.000381000000000000,0.000343000000000000,8.00,15.00,8.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",13776,BLESS,micro,closed,long,0.006240000000000000,0.006407000000000000,16025.64102564,100.00000000,102.67628205,2.6763,2.68,1,0,2026-06-10 11:20:49.565288,2026-06-10 15:42:14.107408,4.36,True,0.006621000000000000,0.006240000000000000,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",13993,LIKE,micro,closed,long,0.001298000000000000,0.001337000000000000,77041.60246533,100.00000000,103.00462250,3.0046,3.00,1,0,2026-06-10 11:23:23.487694,2026-06-10 12:36:58.996024,1.23,True,0.001382000000000000,0.001298000000000000,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",14204,BSA,micro,closed,long,0.005320000000000000,0.005120000000000000,18796.99248120,100.00000000,96.24060150,-3.7594,-3.76,0,0,2026-06-10 11:25:56.474450,2026-06-10 12:15:09.632432,0.82,True,0.005710000000000000,0.005320000000000000,8.00,15.00,8.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",14420,MDAO,micro,closed,long,0.039114000000000000,0.039858000000000000,2556.62933988,100.00000000,101.90213223,1.9021,1.90,1,0,2026-06-10 11:28:32.884623,2026-06-10 11:49:40.068400,0.35,True,0.041194000000000000,0.039114000000000000,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",14628,VRA,micro,closed,long,0.000006500000000000,0.000006550000000000,15384615.38461539,100.00000000,100.76923077,0.7692,0.77,1,0,2026-06-10 11:31:12.508611,2026-06-10 11:49:40.120713,0.31,True,0.000006831000000000,0.000006500000000000,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",14835,ZBT,micro,closed,long,0.112190000000000000,0.117280000000000000,891.34503966,100.00000000,104.53694625,4.5369,4.54,1,0,2026-06-10 11:33:52.619922,2026-06-12 12:27:02.451626,48.89,True,0.121750000000000000,0.112190000000000000,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",15026,BNKR,micro,closed,long,0.000441600000000000,0.000458800000000000,226449.27536232,100.00000000,103.89492754,3.8949,3.89,1,0,2026-06-10 11:36:40.052454,2026-06-11 19:40:11.643759,32.06,True,0.000474100000000000,0.000441600000000000,8.00,15.00,3.00,True,1,1,,,,,
